,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
6889,28,Cottingham Drive,Gillian,Murphy,21,None,Single,Female,University Student,None,Christian
6890,28,Cottingham Drive,Alan,Marshall,22,None,Single,Male,University Student,None,Christian
6891,29,Cottingham Drive,David,Richardson,59,Head,Married,Male,Video editor,None,None
6892,29,Cottingham Drive,Julie,Richardson,61,Wife,Married,Female,Biomedical scientist,None,None
6893,29,Cottingham Drive,Arthur,Kelly,8,Grandson,NA,Male,Student,None,NA
6894,29,Cottingham Drive,Barbara,Kelly,7,Granddaughter,NA,Female,Student,None,NA
6895,30,Cottingham Drive,Rosemary,Crawford,32,Head,Married,Female,"Therapist, speech and language",None,Catholic
6896,30,Cottingham Drive,Mohamed,Crawford,31,Husband,Married,Male,Lawyer,None,None
6897,30,Cottingham Drive,James,Crawford,8,Son,NA,Male,Student,None,NA
6898,31,Cottingham Drive,Leigh,Newton,50,Head,Married,Male,Prison officer,None,Christian
6899,31,Cottingham Drive,Stephanie,Newton,48,Wife,Married,Female,"Civil engineer, contracting",None,Christian
6900,31,Cottingham Drive,Anna,Newton,16,Daughter,NA,Female,Student,None,NA
6901,31,Cottingham Drive,Leonard,Newton,12,Son,NA,Male,Student,None,NA
6902,31,Cottingham Drive,Ellie,Newton,11,Daughter,NA,Female,Student,None, 
6903,32,Cottingham Drive,Lindsey,Hopkins,31,Head,Single,Female,Telecommunications researcher,None,None
6904,32,Cottingham Drive,Dylan,Hopkins-Holt,33,Partner,Single,Male,Education administrator,None,None
6905,32,Cottingham Drive,Emma,Hopkins-Holt,6,Daughter,NA,Female,Student,None,NA
6906,33,Cottingham Drive,Sian,Johnson,61,Head,Married,Female,Insurance account manager,None,Christian
6907,33,Cottingham Drive,Guy,Johnson,66,Husband,Married,Male,Network engineer,None,Christian
6908,33,Cottingham Drive,Olivia,Johnson,40,Daughter,Divorced,Female,"Editor, magazine features",None,Christian
6909,33,Cottingham Drive,Kim,Johnson,35,Daughter,Single,Female,Freight forwarder,None,None
6910,34,Cottingham Drive,Angela,Moore,47,Head,Married,Female,Medical physicist,None,Christian
6911,34,Cottingham Drive,Philip,Moore,49,Husband,Married,Male,Unemployed,None,Christian
6912,34,Cottingham Drive,Molly,Moore,16,Daughter,NA,Female,Student,None,NA
6913,35,Cottingham Drive,Dawn,Hewitt,29,Head,Married,Female,"Development worker, international aid",None,None
6914,35,Cottingham Drive,Alexander,Hewitt,24,Husband,Married,Male,Estate manager/land agent,None,None
6915,35,Cottingham Drive,Pamela,Hewitt,9,Daughter,NA,Female,Student,None,NA
6916,1,Embassy Stream,Lydia,Williams,52,Head,Married,female,"Copywriter, advertising",None,Christian
6917,1,Embassy Stream,Jamie,Williams,55,Husband,Married,Male,Actuary,None,Christian
6918,1,Embassy Stream,Mohamed,Williams,12,Son,NA,Male,Student,None,NA
6919,1,Embassy Stream,Kieran,Williams,9,Son,NA,Male,Student,None,NA
6920,2,Embassy Stream,Diana,Rogers,30,Head,Divorced,Female,Unemployed,None,None
6921,2,Embassy Stream,Amy,Rogers,3,Daughter,NA,Female,Child,None,NA
6922,2,Embassy Stream,Gary,Rogers,1,Son,NA,Male,Child,None,NA
6923,2,Embassy Stream,Charlie,Hart,56,Lodger,Divorced,Male,"Engineer, structural",None,Christian
6924,3,Embassy Stream,Kayleigh,Wilkins,45,Head,Married,Female,Architectural technologist,None,Catholic
6925,3,Embassy Stream,Henry,Wilkins,50,Husband,Married,Male,Museum/gallery curator,None,Catholic
6926,4,Embassy Stream,Yvonne,Savage,39,Head,Married,Female,Amenity horticulturist,None,Christian
6927,4,Embassy Stream,Adrian,Savage,42,Husband,Married,Male,"Exhibitions officer, museum/gallery",None,Christian
6928,4,Embassy Stream,Jessica,Savage,22,Adopted Daughter,Single,Female,University Student,None,Christian
6929,4,Embassy Stream,Jill,Savage,21,Daughter,Single,Female,University Student,None,Christian
6930,5,Embassy Stream,Bethan,Clark,49,Head,Married,Female,Unemployed,None,None
6931,5,Embassy Stream,Dylan,Clark,51,Husband,Married,Male,Advertising account executive,None,None
6932,5,Embassy Stream,Karen,Clark,17,Daughter,NA,Female,Student,None,NA
6933,6,Embassy Stream,Alexandra,Higgins,27,Head,Single,female,Energy manager,None,None
6934,7,Embassy Stream,Abigail,Stevens,51,Head,Married,Female,Operational researcher,None,Christian
6935,7,Embassy Stream,Mohammad,Stevens,53,Husband,Married,Male,Sports development officer,None,Christian
6936,7,Embassy Stream,Pauline,Stevens,25,Daughter,Widowed,Female,"Engineer, site",None,Christian
6937,7,Embassy Stream,Zoe,Stevens,19,Daughter,Single,Female,University Student,None,None
6938,7,Embassy Stream,Nigel,Stevens,7,Son,NA,Male,Student,None,NA
6939,8,Embassy Stream,Ellie,Gibbs,33,Head,Single,Female,"Administrator, education",None,Catholic
6940,8,Embassy Stream,Stanley,Willis,50,Lodger,Single,Male,"Clinical scientist, histocompatibility and immunogenetics",None,Catholic
6941,8,Embassy Stream,Jay,Brown,25,Visitor,Single,Male,Dealer,None,None
6942,8,Embassy Stream,Ellie,Preston,23,Cousin,Single,Female,"Journalist, broadcasting",None,None
6943,9,Embassy Stream,Georgia,Robinson,30,Head,Married,Female,Fine artist,None,Methodist
6944,9,Embassy Stream,Glenn,Robinson,31,Husband,Married,Male,"Scientist, research (medical)",None,None
6945,9,Embassy Stream,Anthony,Robinson,5,Son,NA,Male,Student,None,NA
6946,9,Embassy Stream,Rebecca,Robinson,2,Daughter,NA,Female,Child,None,NA
6947,9,Embassy Stream,Glen,King-Robinson,0,Son,NA,m,Child,None,NA
6948,9,Embassy Stream,Sally,Ford,26,Sibling,Single,Female,Chief Technology Officer,None,Sikh
6949,1,Derbyrush Road,Douglas,O'Brien,45,Head,Married,Male,Paediatric nurse,None,Christian
6950,1,Derbyrush Road,Rita,O'Brien,46,Wife,Married,Female,"Production designer, theatre/television/film",None,Christian
6951,1,Derbyrush Road,Judith,O'Brien,11,Daughter,NA,Female,Student,None,NA
6952,2,Derbyrush Road,Leah,Riley,40,Head,Single,Female,Unemployed,None,None
6953,2,Derbyrush Road,John,Weston,41,Partner,Single,Male,Printmaker,None,None
6954,3,Derbyrush Road,Tony,Bailey,79,Head,Widowed,m,Retired Facilities manager,None,None
6955,4,Derbyrush Road,Sara,Martin,32,Head,Single,Female,Commercial/residential surveyor,None,None
6956,4,Derbyrush Road,Oliver,Fox,63,None,Single,Male,Curator,None,Christian
6957,5,Derbyrush Road,Francis,Harris,78,Head,Married,Male,Retired Civil Service fast streamer,None,Catholic
6958,5,Derbyrush Road,Debra,Harris,76,Wife,Married,Female,Retired Ergonomist,None,Catholic
6959,6,Derbyrush Road,Tom,Sharpe,82,Head,Widowed,Male,Retired Petroleum engineer,None,Catholic
6960,7,Derbyrush Road,Anthony,Taylor,59,Head,Single,Male,Optometrist,None,Methodist
6961,7,Derbyrush Road,Donna,Riley,59,Partner,Single,Female,"Administrator, education",None,None
6962,8,Derbyrush Road,Tracey,Griffiths,40,Head,Married,female,Building surveyor,None,None
6963,8,Derbyrush Road,Douglas,Griffiths,42,Husband,Married,m,Architect,None,None
6964,9,Derbyrush Road,Debra,Poole,51,Head,Married,Female,Theatre director,None,Methodist
6965,9,Derbyrush Road,Brandon,Poole,54,Husband,Married,Male,Data processing manager,None,Methodist
6966,9,Derbyrush Road,Carolyn,Poole,28,Daughter,Single,Female,Medical technical officer,None,Methodist
6967,9,Derbyrush Road,Joseph,Poole,28,Son,Divorced,Male,Radio producer,None,Methodist
6968,9,Derbyrush Road,Dominic,Poole,14,Son,NA,Male,Student,None,NA
6969,10,Derbyrush Road,Tina,Hall,62,Head,Single,Female,Unemployed,None,Christian
6970,10,Derbyrush Road,Kevin,Bull,61,None,Single,Male,Merchant navy officer,None,None
6971,11,Derbyrush Road,Patrick,Clarke,69,Head,Married,Male,"Retired Journalist, broadcasting",None,None
6972,11,Derbyrush Road,Marilyn,Clarke,67,Wife,Married,Female,Electronics engineer,None,None
6973,12,Derbyrush Road,Kerry,Parkes,19,Head,Single,Female,University Student,None,Methodist
6974,12,Derbyrush Road,Michael,Francis,22,None,Single,Male,University Student,None,Christian
6975,13,Derbyrush Road,Toby,Roberts,29,Head,Single,Male,Field trials officer,None,None
6976,13,Derbyrush Road,Jessica,Carter,28,Partner,Single,Female,Youth worker,None,None
6977,14,Derbyrush Road,Molly,Tucker,74,Head,Married,Female,Retired Air traffic controller,None,Catholic
6978,14,Derbyrush Road,Damian,Tucker,74,Husband,Married,Male,Retired Glass blower/designer,None,Catholic
6979,14,Derbyrush Road,Alice,Tucker,46,Daughter,Single,Female,Personnel officer,None,Catholic
6980,15,Derbyrush Road,Jacob,Lane,58,Head,Married,Male,"Civil engineer, contracting",None,Christian
6981,15,Derbyrush Road,Louise,Lane,51,Wife,Married,Female,Geographical information systems officer,None,None
6982,15,Derbyrush Road,Benjamin,Lane,17,Son,NA,Male,Student,None,NA
6983,15,Derbyrush Road,Christopher,Lane,13,Son,NA,Male,Student,None,NA
6984,15,Derbyrush Road,Chloe,Lane,11,Daughter,NA,Female,Student,None,NA
6985,15,Derbyrush Road,Mathew,Lane,9,Son,NA,Male,Student,None,NA
6986,16,Derbyrush Road,Andrew,Stewart,31,Head,Single,Male,Chartered loss adjuster,None,Christian
6987,16,Derbyrush Road,Tina,Parsons,28,Partner,Single,Female,Associate Professor,None,Christian
6988,17,Derbyrush Road,Marian,Price,64,Head,Married,Female,Retail buyer,None,None
6989,17,Derbyrush Road,Abdul,Price,65,Husband,Married,Male,Veterinary surgeon,None,None
6990,17,Derbyrush Road,Keith,Price,41,Son,Single,Male,Chemical engineer,None,None
6991,18,Derbyrush Road,Julia,North,46,Head,Single,Female,Data processing manager,None,None
6992,18,Derbyrush Road,Valerie,North,10,Daughter,NA,Female,Student,None,NA
6993,19,Derbyrush Road,Anna,Butcher,22,Head,Married,Female,University Student,None,None
6994,19,Derbyrush Road,David,Butcher,24,Husband,Married,Male,Homeopath,None,None
6995,20,Derbyrush Road,Marilyn,Mitchell,56,Head,Divorced,Female,Unemployed,None,None
6996,20,Derbyrush Road,Daniel,Mitchell,28,Son,Divorced,Male,"Designer, textile",None,None
6997,20,Derbyrush Road,Derek,Mitchell,25,Son,Single,Male,"Administrator, sports",None,None
6998,20,Derbyrush Road,Victoria,Mitchell,25,Daughter,Single,Female,"Copywriter, advertising",None,None
6999,20,Derbyrush Road,Justin,Mitchell,23,Son,Single,m,International aid/development worker,None,None
7000,21,Derbyrush Road,Antony,Henderson,58,Head,Married,Male,Youth worker,None,Christian
7001,21,Derbyrush Road,Sian,Henderson,58,Wife,Married,Female,Electrical engineer,None,Christian
7002,22,Derbyrush Road,Charlotte,May,71,Head,Widowed,Female,Retired Scientific laboratory technician,None,Catholic
7003,23,Derbyrush Road,Patrick,Reid,41,Head,Single,Male,"Lecturer, further education",None,Catholic
7004,24,Derbyrush Road,Chloe,Byrne,58,Head,Married,Female,Civil Service administrator,None,None
7005,24,Derbyrush Road,Leslie,Byrne,58,Husband,Married,Male,Civil Service fast streamer,None,None
7006,24,Derbyrush Road,Hazel,Byrne,29,Daughter,Single,Female,Insurance risk surveyor,None,None
7007,25,Derbyrush Road,Anne,Evans,38,Head,Single,Female,Community education officer,None,Catholic
7008,25,Derbyrush Road,Diana,Evans,5,Daughter,NA,Female,Student,None,NA
7009,25,Derbyrush Road,Charles,Evans,5,Son,NA,Male,Student,None,NA
7010,26,Derbyrush Road,Neil,Hartley,34,Head,Divorced,Male,"Designer, multimedia",None,None
7011,27,Derbyrush Road,George,Kennedy,64,Head,Divorced,Male,Location manager,None,None
7012,28,Derbyrush Road,June,Gibbons,32,Head,Married,Female,"Psychologist, occupational",None,None
7013,28,Derbyrush Road,Andrew,Gibbons,31,Husband,Married,Male,Media buyer,None,None
7014,29,Derbyrush Road,Linda,Baxter,24,Head,Divorced,Female,"Conservator, furniture",None,Muslim
7015,29,Derbyrush Road,Jonathan,Baxter,2,Step-Son,NA,Male,Child,None,NA
7016,30,Derbyrush Road,Nicola,Smith,59,Head,Single,Female,"Scientist, forensic",None,Christian
7017,30,Derbyrush Road,Mohammed,Akhtar,60,Partner,Single,Male,"Designer, graphic",None,Christian
7018,31,Derbyrush Road,Olivia,Morrison,58,Head,Single,Female,Forest/woodland manager,None,Methodist
7019,32,Derbyrush Road,Ashleigh,Knight,55,Head,Married,Female,Science writer,None,Catholic
7020,32,Derbyrush Road,Malcolm,Knight,58,Husband,Married,Male,Town planner,None,Catholic
7021,32,Derbyrush Road,Jenna,Knight,26,Daughter,Single,Female,Unemployed,None,Catholic
7022,32,Derbyrush Road,Claire,Knight,24,Daughter,Single,Female,Structural engineer,None,None
7023,32,Derbyrush Road,Billy,Knight,15,Son,NA,Male,Student,None,NA
7024,33,Derbyrush Road,Maureen,Rose,38,Head,Divorced,Female,Unemployed,None,Christian
7025,33,Derbyrush Road,Elizabeth,Rose,7,Daughter,NA,Female,Student,None,NA
7026,34,Derbyrush Road,Lorraine,Brown,47,Head,Married,Female,Agricultural engineer,None,Christian
7027,34,Derbyrush Road,Joe,Brown,53,Husband,Married,m,"Clinical scientist, histocompatibility and immunogenetics",None,Christian
7028,34,Derbyrush Road,Gemma,Brown,15,Daughter,NA,Female,Student,None,NA
7029,35,Derbyrush Road,Teresa,Lewis,46,Head,Married,Female,Research scientist (maths),None,Methodist
7030,35,Derbyrush Road,Shane,Lewis,47,Husband,Married,Male,"Horticulturist, amenity",None,Methodist
7031,36,Derbyrush Road,Joan,Watson,42,Head,Married,Female,"Horticulturist, commercial",None,Catholic
7032,36,Derbyrush Road,Graeme,Watson,43,Husband,Married,Male,Trading standards officer,None,None
7033,36,Derbyrush Road,Kimberley,Watson,17,Daughter,NA,Female,Student,None,NA
7034,37,Derbyrush Road,Victoria,Oliver,30,Head,Married,Female,Community arts worker,None,None
7035,37,Derbyrush Road,Eric,Oliver,32,Husband,Married,Male,Sport and exercise psychologist,None,None
7036,37,Derbyrush Road,Joanne,Oliver,9,Daughter,NA,Female,Student,None,NA
7037,37,Derbyrush Road,Francis,Oliver,5,Son,NA,Male,Student,None,NA
7038,38,Derbyrush Road,Joanne,Williamson,70,Head,Married,Female,Retired Chief Marketing Officer,None,None
7039,38,Derbyrush Road,Gerald,Williamson,73,Husband,Married,M,Retired Sport and exercise psychologist,None,None
7040,39,Derbyrush Road,Sean,Howells,37,Head,Married,Male,"Clinical scientist, histocompatibility and immunogenetics",None,None
7041,39,Derbyrush Road,Tracey,Howells,35,Wife,Married,Female,Chief of Staff,None,None
7042,39,Derbyrush Road,Aaron,Howells,4,Son,NA,Male,Child,None,NA
7043,40,Derbyrush Road,Hilary,Butler,58,Head,Single,Female,Licensed conveyancer,None,Christian
7044,41,Derbyrush Road,Susan,Hodgson,60,Head,Divorced,Female,"Geologist, wellsite",None,Christian
7045,41,Derbyrush Road,Hilary,Scott,30,Daughter,Single,Female,"Librarian, public",None,None
7046,41,Derbyrush Road,Olivia,Scott,28,Daughter,Widowed,Female,Cartographer,None,Christian
7047,42,Derbyrush Road,Maria,Hall-Murphy,37,Head,Single,Female,IT consultant,None,Catholic
7048,42,Derbyrush Road,Laura,Hall-Murphy,5,Daughter,NA,Female,Student,None,NA
7049,43,Derbyrush Road,Shannon,Kelly,22,Head,Single,Female,University Student,None,Catholic
7050,44,Derbyrush Road,Janet,Richards,45,Head,Married,Female,Emergency planning/management officer,None,Christian
7051,44,Derbyrush Road,Malcolm,Richards,49,Husband,Married,Male,Research scientist (maths),None,Christian
7052,44,Derbyrush Road,Samuel,Richards,16,Son,NA,Male,Student,None,NA
7053,44,Derbyrush Road,Raymond,Richards,14,Son,NA,Male,Student,None,NA
7054,44,Derbyrush Road,Kevin,Richards,7,Son,NA,Male,Student,None,NA
7055,44,Derbyrush Road,Rachel,Richards,4,Daughter,NA,Female,Child,None,NA
7056,1,Baker Springs,Luke,Stanley,52,Head,Single,Male,"Scientist, audiological",None,Christian
7057,2,Baker Springs,Carolyn,Woods,18,Head,Single,Female,Student,None,NA
7058,3,Baker Springs,Gregory,Sutton,34,Head,Married,Male,Lexicographer,None,None
7059,3,Baker Springs,James,Sutton,33,Husband,Married,Male,Systems developer,None,None
7060,3,Baker Springs,Zoe,Sutton,4,Daughter,NA,Female,Child,None,NA
7061,4,Baker Springs,Amber,Barrett,67,Head,Married,female,Hydrogeologist,None,Methodist
7062,4,Baker Springs,Daniel,Barrett,69,Husband,Married,Male,Retired Primary school teacher,None,Methodist
7063,1,Paladin Avenue,Lynda,Patel,83,Head,Widowed,Female,Retired Planning and development surveyor,None,None
7064,2,Paladin Avenue,Jessica,Quinn,81,Head,Married,Female,"Retired Designer, television/film set",None,Christian
7065,2,Paladin Avenue,Ian,Quinn,80,Husband,Married,Male,Retired Probation officer,None,Christian
7066,3,Paladin Avenue,Colin,Mills,25,Head,Single,Male,Exhibition designer,None,Methodist
7067,4,Paladin Avenue,Leonard,Coleman,84,Head,Married,Male,"Retired Conservation officer, nature",None,Christian
7068,4,Paladin Avenue,Sylvia,Coleman,82,Wife,Married,Female,Retired Event organiser,None,Christian
7069,5,Paladin Avenue,Jasmine,Begum,22,Head,Married,Female,University Student,None,Catholic
7070,5,Paladin Avenue,Ricky,Begum,29,Husband,Married,Male,Copy,None,Catholic
7071,6,Paladin Avenue,Gary,Green,25,Head,Single,Male,Dispensing optician,None,Muslim
7072,7,Paladin Avenue,Howard,Chapman,79,Head,Married,Male,Retired Armed forces operational officer,None,None
7073,7,Paladin Avenue,Susan,Chapman,76,Wife,Married,Female,Retired Automotive engineer,None,None
7074,8,Paladin Avenue,Tina,Hawkins,73,Head,Married,Female,"Retired Engineer, land",None,Christian
7075,8,Paladin Avenue,Patrick,Hawkins,78,Husband,Married,Male,Retired Site engineer,None,Christian
7076,9,Paladin Avenue,Anna,Wilson,32,Head,Married,Female,Archivist,None,None
7077,9,Paladin Avenue,Ian,Wilson,31,Husband,Married,Male,Unemployed,None,None
7078,10,Paladin Avenue,Beth,Lawrence,53,Head,Single,Female,Special educational needs teacher,None,Catholic
7079,10,Paladin Avenue,Matthew,Sharp,55,Partner,Single,Male,Armed forces training and education officer,None,None
7080,10,Paladin Avenue,Leanne,Lawrence,24,Daughter,Single,Female,Educational psychologist,None,Catholic
7081,10,Paladin Avenue,Aimee,Lawrence,22,Daughter,Single,Female,University Student,None,Catholic
7082,10,Paladin Avenue,Declan,Lawrence,17,Son,NA,Male,Student,None,NA
7083,11,Paladin Avenue,Barry,Bishop,31,Head,Single,Male,Clinical psychologist,None,None
7084,11,Paladin Avenue,Eleanor,Simpson,29,Partner,Single,Female,Ergonomist,None,None
7085,12,Paladin Avenue,Alex,Lambert,63,Head,Married,Male,Trading standards officer,None,Methodist
7086,12,Paladin Avenue,Christine,Lambert,62,Wife,Married,Female,"Optician, dispensing",None,Methodist
7087,12,Paladin Avenue,Dale,James,13,Grandson,NA,Male,Student,None,NA
7088,13,Paladin Avenue,Stanley,Adams,55,Head,Single,Male,Paramedic,None,Christian
7089,13,Paladin Avenue,Carole,Davidson,56,Partner,Single,Female,Chief Executive Officer,None,None
7090,14,Paladin Avenue,George,Murphy,60,Head,Married,Male,Furniture conservator/restorer,None,Christian
7091,14,Paladin Avenue,Patricia,Murphy,56,Wife,Married,Female,"Education officer, community",None,Christian
7092,15,Paladin Avenue,Callum,Savage,24,Head,Single,Male,PhD Student,None,Methodist
